method,url,headers,body,user_agent,label
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/products,Host: example.com; Accept: */*,username=user540&password=pass24,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
POST,/home,Host: example.com; Accept: */*,username=user90&password=pass677,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
GET,/admin?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
POST,/login,Host: example.com; Accept: */*,username=user488&password=pass273,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user126&password=pass506,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/search?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search?q=phone,Host: example.com; Accept: */*,username=user997&password=pass441,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/users?q=admin'--,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
POST,/search,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
GET,"/index.php?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/api/v1/users?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/api/v1/users,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
POST,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
POST,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user853&password=pass393,Mozilla/5.0 (Linux; Android 11),0
PUT,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nmap Scripting Engine,1
GET,/api/v1/users?q=' OR 1=1--,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/index.php,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
GET,/search?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/search,Host: example.com; Accept: */*,input=..\..\..\windows\system32,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nmap Scripting Engine,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/blog/article-1,Host: example.com; Accept: */*,username=user163&password=pass960,Mozilla/5.0 (Linux; Android 11),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user413&password=pass380,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,"/search?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/login?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/blog/article-1,Host: example.com; Accept: */*,username=user65&password=pass304,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nikto/2.1.6,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
POST,/login,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
DELETE,/index.php,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
DELETE,/admin,Host: example.com; Accept: */*,input=admin'--,Nmap Scripting Engine,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user739&password=pass507,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/search?q=phone,Host: example.com; Accept: */*,username=user688&password=pass115,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/profile,Host: example.com; Accept: */*,username=user490&password=pass808,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user110&password=pass305,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,"/login?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,"/index.php?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
DELETE,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/search?q=' OR 1=1--,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/login?q=' OR 'x'='x,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
POST,/,Host: example.com; Accept: */*,username=user322&password=pass534,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/checkout,Host: example.com; Accept: */*,username=user275&password=pass238,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=admin'--,Nikto/2.1.6,1
POST,/profile,Host: example.com; Accept: */*,username=user316&password=pass451,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/search,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/cart,Host: example.com; Accept: */*,username=user878&password=pass465,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
PUT,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
GET,/api/v1/users?q=; ls -la,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/index.php,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
POST,/search,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
GET,/search?q=<img src=x onerror=alert(1)>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
DELETE,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
POST,/profile,Host: example.com; Accept: */*,username=user297&password=pass178,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/admin,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,Nikto/2.1.6,1
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
GET,/api/v1/users?q=http://127.0.0.1:8080/admin,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/search,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nikto/2.1.6,1
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
POST,/profile,Host: example.com; Accept: */*,username=user989&password=pass675,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
PUT,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
POST,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/admin,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user726&password=pass916,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/login,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
PUT,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
GET,"/login?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/login,Host: example.com; Accept: */*,input=&& whoami,Nikto/2.1.6,1
PUT,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
GET,/search?q=| cat /etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/search,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,"/login?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
POST,/login,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
POST,/products,Host: example.com; Accept: */*,username=user121&password=pass460,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/admin,Host: example.com; Accept: */*,input=&& whoami,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,input=<script>alert(1)</script>,sqlmap/1.5.2,1
GET,/login?q=<img src=x onerror=alert(1)>,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user658&password=pass190,Mozilla/5.0 (Linux; Android 11),0
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
POST,/home,Host: example.com; Accept: */*,username=user556&password=pass999,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
